=======================================================================================
                            TOP-5000 САМЫХ ЧАСТЫХ СЛОВ
                            Сортировка: По_частоте
=======================================================================================

Режим: Все файлы
Файл: Папка SourceTexts
Дата: Dec 10 2025 15:20:06

-----------------------------------------------------------------------------------------------------------------------
  №   Слово                 Частота     Документы
1416   молодым                     9   voyna-i-mir-tom-1.txt
1417   наклонил                    9   voyna-i-mir-tom-1.txt
1418   направился                  9   voyna-i-mir-tom-1.txt
1419   направлению                 9   voyna-i-mir-tom-1.txt
1420   направо                     9   voyna-i-mir-tom-1.txt
1421   начала                      9   voyna-i-mir-tom-1.txt
1422   начальников                 9   voyna-i-mir-tom-1.txt
1423   начинал                     9   voyna-i-mir-tom-1.txt
1424   наша                        9   voyna-i-mir-tom-1.txt
1425   недалеко                    9   voyna-i-mir-tom-1.txt
1426   непременно                  9   voyna-i-mir-tom-1.txt
1427   неприятно                   9   voyna-i-mir-tom-1.txt
1428   нисколько                   9   voyna-i-mir-tom-1.txt
1429   ногой                       9   voyna-i-mir-tom-1.txt
1430   нука                        9   voyna-i-mir-tom-1.txt
1431   обращая                     9   voyna-i-mir-tom-1.txt
1432   общества                    9   voyna-i-mir-tom-1.txt
1433   обществе                    9   voyna-i-mir-tom-1.txt
1434   орудие                      9   voyna-i-mir-tom-1.txt
1435   отношении                   9   voyna-i-mir-tom-1.txt
1436   офицерами                   9   voyna-i-mir-tom-1.txt
1437   первого                     9   voyna-i-mir-tom-1.txt
1438   перейти                     9   voyna-i-mir-tom-1.txt
1439   писать                      9   voyna-i-mir-tom-1.txt
1440   плакала                     9   voyna-i-mir-tom-1.txt
1441   подошла                     9   voyna-i-mir-tom-1.txt
1442   показал                     9   voyna-i-mir-tom-1.txt
1443   поморщился                  9   voyna-i-mir-tom-1.txt
1444   пора                        9   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1445   последний                   9   voyna-i-mir-tom-1.txt
1446   почему                      9   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1447   почемуто                    9   voyna-i-mir-tom-1.txt
1448   пошли                       9   voyna-i-mir-tom-1.txt
1449   правду                      9   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1450   прекрасные                  9   voyna-i-mir-tom-1.txt
1451   приехала                    9   voyna-i-mir-tom-1.txt
1452   пройти                      9   voyna-i-mir-tom-1.txt
1453   пьером                      9   voyna-i-mir-tom-1.txt
1454   разумеется                  9   voyna-i-mir-tom-1.txt
1455   рассказа                    9   voyna-i-mir-tom-1.txt
1456   рассказать                  9   voyna-i-mir-tom-1.txt
1457   ребята                      9   voyna-i-mir-tom-1.txt
1458   самим                       9   voyna-i-mir-tom-1.txt
1459   света                       9   voyna-i-mir-tom-1.txt
1460   свитский                    9   voyna-i-mir-tom-1.txt
1461   сестры                      9   voyna-i-mir-tom-1.txt
1462   сесть                       9   voyna-i-mir-tom-1.txt
1463   службы                      9   voyna-i-mir-tom-1.txt
1464   слушать                     9   voyna-i-mir-tom-1.txt
1465   слышны                      9   voyna-i-mir-tom-1.txt
1466   смотра                      9   voyna-i-mir-tom-1.txt
1467   сознание                    9   voyna-i-mir-tom-1.txt
1468   сомнения                    9   voyna-i-mir-tom-1.txt
1469   старика                     9   voyna-i-mir-tom-1.txt
1470   старому                     9   voyna-i-mir-tom-1.txt
1471   ступай                      9   voyna-i-mir-tom-1.txt
1472   убить                       9   voyna-i-mir-tom-1.txt
1473   угодно                      9   voyna-i-mir-tom-1.txt
1474   усталости                   9   voyna-i-mir-tom-1.txt
1475   франц                       9   voyna-i-mir-tom-1.txt
1476   французского                9   voyna-i-mir-tom-1.txt
1477   ходить                      9   voyna-i-mir-tom-1.txt
1478   чаще                        9   voyna-i-mir-tom-1.txt
1479   человеком                   9   voyna-i-mir-tom-1.txt
1480   шагах                       9   voyna-i-mir-tom-1.txt
1481   шерер                       9   voyna-i-mir-tom-1.txt
1482   шинель                      9   voyna-i-mir-tom-1.txt
1483   шиншин                      9   voyna-i-mir-tom-1.txt
1484   этою                        9   voyna-i-mir-tom-1.txt
1485   ядра                        9   voyna-i-mir-tom-1.txt
1486   3й                          8   voyna-i-mir-tom-1.txt
1487   avez                        8   voyna-i-mir-tom-1.txt
1488   beau                        8   voyna-i-mir-tom-1.txt
1489   charmant                    8   voyna-i-mir-tom-1.txt
1490   coeur                       8   voyna-i-mir-tom-1.txt
1491   comment                     8   voyna-i-mir-tom-1.txt
1492   comtesse                    8   voyna-i-mir-tom-1.txt
1493   cousin                      8   voyna-i-mir-tom-1.txt
1494   dites                       8   voyna-i-mir-tom-1.txt
1495   encore                      8   voyna-i-mir-tom-1.txt
1496   femmes                      8   voyna-i-mir-tom-1.txt
1497   mere                        8   voyna-i-mir-tom-1.txt
1498   petite                      8   voyna-i-mir-tom-1.txt
1499   pierre                      8   voyna-i-mir-tom-1.txt
1500   pont                        8   voyna-i-mir-tom-1.txt
1501   rien                        8   voyna-i-mir-tom-1.txt
1502   sans                        8   voyna-i-mir-tom-1.txt
1503   va                          8   voyna-i-mir-tom-1.txt
1504   vicomte                     8   voyna-i-mir-tom-1.txt
1505   австрии                     8   voyna-i-mir-tom-1.txt
1506   андреевич                   8   voyna-i-mir-tom-1.txt
1507   андреич                     8   voyna-i-mir-tom-1.txt
1508   атаку                       8   voyna-i-mir-tom-1.txt
1509   батальон                    8   voyna-i-mir-tom-1.txt
1510   белой                       8   voyna-i-mir-tom-1.txt
1511   белые                       8   voyna-i-mir-tom-1.txt
1512   белыми                      8   voyna-i-mir-tom-1.txt
1513   большая                     8   voyna-i-mir-tom-1.txt
1514   борисом                     8   voyna-i-mir-tom-1.txt
1515   будьте                      8   voyna-i-mir-tom-1.txt
1516   вашем                       8   voyna-i-mir-tom-1.txt
1517   великий                     8   voyna-i-mir-tom-1.txt
1518   вещи                        8   voyna-i-mir-tom-1.txt
1519   вещь                        8   voyna-i-mir-tom-1.txt
1520   взяли                       8   voyna-i-mir-tom-1.txt
1521   вида                        8   voyna-i-mir-tom-1.txt
1522   виду                        8   voyna-i-mir-tom-1.txt
1523   вовсе                       8   voyna-i-mir-tom-1.txt
1524   войскам                     8   voyna-i-mir-tom-1.txt
1525   вопросы                     8   voyna-i-mir-tom-1.txt
1526   вошли                       8   voyna-i-mir-tom-1.txt
1527   встала                      8   voyna-i-mir-tom-1.txt
1528   выказывая                   8   voyna-i-mir-tom-1.txt
1529   выражало                    8   voyna-i-mir-tom-1.txt
1530   выражения                   8   voyna-i-mir-tom-1.txt
1531   гвардию                     8   voyna-i-mir-tom-1.txt
1532   глупости                    8   voyna-i-mir-tom-1.txt
1533   господин                    8   voyna-i-mir-tom-1.txt
1534   готов                       8   voyna-i-mir-tom-1.txt
1535   графине                     8   voyna-i-mir-tom-1.txt
1536   громче                      8   voyna-i-mir-tom-1.txt
1537   гусара                      8   voyna-i-mir-tom-1.txt
1538   дам                         8   voyna-i-mir-tom-1.txt, Пушкин Онегин 1-5.txt
1539   даст                        8   voyna-i-mir-tom-1.txt
1540   двадцать                    8   voyna-i-mir-tom-1.txt
1541   двумя                       8   voyna-i-mir-tom-1.txt
1542   дуная                       8   voyna-i-mir-tom-1.txt
1543   дыма                        8   voyna-i-mir-tom-1.txt
1544   ждать                       8   voyna-i-mir-tom-1.txt
1545   женой                       8   voyna-i-mir-tom-1.txt
1546   жену                        8   voyna-i-mir-tom-1.txt
1547   задумался                   8   voyna-i-mir-tom-1.txt
1548   зажечь                      8   voyna-i-mir-tom-1.txt
1549   замуж                       8   voyna-i-mir-tom-1.txt
1550   засмеялись                  8   voyna-i-mir-tom-1.txt
1551   звал                        8   voyna-i-mir-tom-1.txt
1552   золотой                     8   voyna-i-mir-tom-1.txt
1553   зубы                        8   voyna-i-mir-tom-1.txt
1554   исполнить                   8   voyna-i-mir-tom-1.txt
1555   казались                    8   voyna-i-mir-tom-1.txt
1556   карета                      8   voyna-i-mir-tom-1.txt
1557   катишь                      8   voyna-i-mir-tom-1.txt
1558   козловский                  8   voyna-i-mir-tom-1.txt
1559   колонн                      8   voyna-i-mir-tom-1.txt
1560   красивое                    8   voyna-i-mir-tom-1.txt
1561   красивой                    8   voyna-i-mir-tom-1.txt
1562   криком                      8   voyna-i-mir-tom-1.txt
1563   кровати                     8   voyna-i-mir-tom-1.txt
1564   кузьмич                     8   voyna-i-mir-tom-1.txt
1565   кутузовым                   8   voyna-i-mir-tom-1.txt
1566   ланжерон                    8   voyna-i-mir-tom-1.txt
1567   лежала                      8   voyna-i-mir-tom-1.txt
